CT ANGIOCUERPO;TC AngioCuerpo;CTANGIOREN;TC Angio Renal;;TCANGIORENAL;Angiotac Renal;;No;;CTMR
CT ANGIOCUERPO;TC AngioCuerpo;CTANGIOREN (A);TC Angio Renal con Anestesia;;TCANGIORENAL(A);Angiotac Renal con Anestesia;;No;;CTMR
CT ANGIOCUERPO;TC AngioCuerpo;CTANGIOTX;TC Angio Torax;;TCANGIOTORAX;Angiotac de Torax;;No;;CTMR
CT ANGIOCUERPO;TC AngioCuerpo;CTANGIOTX (A);TC Angio Torax con Anestesia;;TCANGIOTORAX(A);Angiotac de Torax con Anestesia;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGCERPERF;TC Angiotac de Cer. y Perfusion;;TCANGIOCERPERF;Angiotac de Cerebro y Perfusion;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGCERPERF(A);TC Angiotac de Cer. y Perfusion con Anestesia;;TCANGICERPER(A);Angiotac de Cerebro y Perfusion con Anestesia;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGICERCU;TC Angiotac de Cer. y Cuello;;TCANGIOCERCUEL;Angiotac de Cerebro y Cuello;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGICERCU(A); TC angiotac de Cer. y Cuello con Anestesia;;TCANGICECUE(A);Angiotac de Cerebro y Cuello con Anestesia;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGIOCER;TC Angiotac de Cerebro;;TCANGIOCER;Angiotac de Cerebro;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGIOCER(A);TC Angiotac de Cerebro con anestesia;;TCANGIOCER(A);Angiotac de Cerebro con Anestesia;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGIOCUE;TC Angiotac de Cuello;;TCANGIOCUELLO;Angiotac de Cuello;;No;;CTMR
CT ANGIONEURO;TC AngioNeuro;TCANGIOCUE(A);TC Angiotac de Cuello con anestesia;;TCANGIOCUELLO(A);Angiotac de Cuello con Anestesia;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACCAD;ArtroTac Cadera;;TCARTROCAD;ArtroTac Cadera;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACCAD(A);ArtroTac Cadera con Anestesia;;TCARTROCAD (A);ArtroTac Cadera con Anestesia;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACHOM;Artrotac de hombro;;TCARTROHOM;Artrotac de Hombro;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACHOM(A);Artrotac de Hombro con Anestesia;;TCARTROHOM(A);Artrotac de Hombro con Anestesia;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACMU?;ArtroTac Mu?eca;;TCARTROMU?;ArtroTac Mu?eca;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACMU?(A);ArtroTac Mu?eca con Anestesia;;TCARTROMU (A);ArtroTac Mu?eca  con Anestesia;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACROD;ArtroTac Rodilla;;TCARTROROD;ArtroTac Rodilla;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACROD;(A) ArtroTac Rodilla con Anestesia;;TCARTROROD (A);ArtroTac Rodilla con Anestesia;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACTOB;ArtroTac Tobillo;;TCARTROTOB;ArtroTac de Tobillo;;No;;CTMR
CT ARTRO;TC Artro  extremidades;ARTROTACTOB;(A) ArtroTac Tobillo con Anestesia;;TCARTROTOB(A);ArtroTac de Tobillo con Anestesia;;No;;CTMR
CT CARDIO;TC Cardiaco;TCCORONARI;TC Coronariografia;;TCCORONARIO;TC Coronariografia;;No;;CTMR
CT CARDIO;TC Cardiaco;TCCORONARI(A);TC Coronariografia con Anestesia;;TCCORONARIO(A);TC Coronariografia con Anestesia;;No;;CTMR
CT CARDIO;TC Cardiaco;TCSCORECA;TC Score de Ca coronario;;TCSCORECA;TC Score de Calcio Coronario;;No;;CTMR
CT CARDIO;TC Cardiaco;TCSCORECA(A);TC Score de Ca coronario con Anestesia;;TCSCORECA(A);TC Score de Calcio Coronario con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLCERV; TC Columna Cervical;;TCCOLCERV;TC Columna Cervical;;No;;CTMR
CT COLUM;TC Columnas;CTCOLCERV(A); TC Columna Cervical con Anestesia;;TCCOLCERV(A);TC Columna Cervical con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLDOR; TC Columna Dorsal;;TCCOLDORSAL;TC Columna Dorsal;;No;;CTMR
CT COLUM;TC Columnas;CTCOLDOR(A); TC Columna Dorsal con Anestesia;;TCCOLDORSAL(A);TC Columna Dorsal con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLCERESPAC1;TC Columna Cervical y 1 Espacio Adicional;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLCERESPAC2;TC Columna Cervical y 2 Espacios Adicionales;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLDORESPAC1;TC Columna Dorsal  y 1 Espacio Adicional;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLDORESPAC2;TC Columna Dorsal y 2 Espacios Adicionales;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLLUMBESPAC1;TC Columna Lumbar y 1 Espacio Adicional;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC; TC Columnas mas Espacios Adicionales;;TCCOLLUMBESPAC2;TC Columna Lumbar y 2 Espacios Adicionales;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLCERESP1(A);TC Columna Cervical y 1 Espacio Adicional con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLCERESPAC2;TC Columna Cervical y 2 Espacios Adicionales;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLDORESP1(A);TC Columna Dorsal y 1 Espacio Adicional con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLDORESP2(A);TC Columna Dorsal y 2 Espacios Adicionales con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLLUMBESP1(A);TC Columna Lumbar y 1 Espacio Adicional con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLESPAC (A); TC Columnas mas espacios Adicionales con Anestesia;;TCCOLLUMBESP2(A);TC Columna Lumbar y 2 Espacios Adicionales con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLLUMB;TC Columna Lumbar;;TCCOLLUMBAR;TC Columna Lumbar;;No;;CTMR
CT COLUM;TC Columnas;CTCOLLUMB (A);TC Columna Lumbar con Anestesia;;TCCOLLUMBAR(A);TC Columna Lumbar con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLSACROCO(A);TC Columna Sacrococcigea con Anestesia;;TCCOLSACROCOC (A);TC Columna Sacrococcigea con Anestesia;;No;;CTMR
CT COLUM;TC Columnas;CTCOLSACROCOC;TC Columna Sacrococcigea;;TCCOLSACROCOC;TC Columna Sacrococcigea;;No;;CTMR
CT COMPLE;TC Complemento;TCCOMPLCUERPO;TC Secuencia Complementaria Cuerpo;;CTCOMPLCUERPO;TC Serie Complementaria Cuerpo;;No;;CTMR
CT COMPLE;TC Complemento;TCCOMPLNEURO;TC Secuencia Complementaria;;CTCOMPLNEURO;TC Serie Complementaria Neuro;;No;;CTMR
CT CUERPO;TC Cuerpo;TCABD;TC abdomen;;TCABD;TC Abdomen;;No;;CTMR
CT CUERPO;TC Cuerpo;TCABD(A);TC Abdomen con Anestesia;;TCABD(A);TC Abdomen con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCABDPELV;TC Abdomen y Pelvis;;TCABDPELV;TC Abdomen y Pelvis;;No;;CTMR
CT CUERPO;TC Cuerpo;TCABDPELV(A);TC Abdomen y Pelvis con Anestesia;;TCABDPELV(A);TC Abdomen y Pelvis con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCOLONO;TC Colonoscopia Virtual;;TCCOLONO;TC Colonoscopia Virtual;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCOLONO (A);TC Colonoscopia Virtual con Anestesia;;TCCOLONO A);TC Colonoscopia virtual con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUELLO;TC Cuello;;TCCUELLO;TC Cuello;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUELLO(A);TC Cuello con Anestesia;;TCCUELLO(A);TC Cuello con anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUELLTX;TC Cuello y Torax;;TCCUELLTX;TC Cuello y Torax;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUELLTX(A);TC Cuello y Torax con Anestesia;;TCCUELLTX(A);TC Cuello y Torax con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUTXABPE;TC Cuello Torax Abd. y Pel.;;TCCUTXABPEL;TC Cuello, Torax, Abdomen y Pelvis;;No;;CTMR
CT CUERPO;TC Cuerpo;TCCUTXABPE(A);TC Cuello Torax Abd. y Pel. con Anestesia;;TCCUTXABPEL(A);TC Cuello, Torax, Abdomen y Pelvis con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCENTEROTAC;TC Enteroclisis;;TCENTEROTAC;TC Enteroclisis;;No;;CTMR
CT CUERPO;TC Cuerpo;TCPARRCOST;TC Parrilla Costal, Esternoclavicular;;TCPARRCOST;TC Parrilla Costal Esternon Art. esternoclavicular;;No;;CTMR
CT CUERPO;TC Cuerpo;TCPARRCOST(A);TC Parrilla Costal, Esternoclavic. con Anestesia;;TCPARRCOST(A);TC Parrilla Costal con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCPELVIS;TC Pelvis;;TCPELVIS;TC Pelvis;;No;;CTMR
CT CUERPO;TC Cuerpo;TCPELVIS(A);TC Pelvis con Anestesia;;TCPELVIS(A);TC Pelvis con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTORAX;TC Torax;;TCTORAX;TC Torax;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTORAX(A);TC Torax con Anestesia;;TCTORAX(A);TC Torax con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTXABD;TC Torax y Abdomen;;TCTXABD;TC Torax y Abdomen;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTXABD(A);TC Torax y Abdomen con Anestesia;;TCTXABD(A);TC Torax y Abdomen con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTXABPE;TC Torax Abd. y Pel.;;TCTXABPELV;TC Torax Abdomen y Pelvis;;No;;CTMR
CT CUERPO;TC Cuerpo;TCTXABPE(A);TC Torax Abd. y Pel. con Anestesia;;TCTXABPELV(A);TC Torax, Abdomen y Pelvis con Anestesia;;No;;CTMR
CT CUERPO;TC Cuerpo;UROTAC;Urotac;;TC UROTAC;UROTAC;;No;;CTMR
CT CUERPO;TC Cuerpo;UROTAC (A);Urotac con Anestesia;;TC UROTAC (A);UROTAC Con Anestesia;;No;;CTMR
CT DENTAL;TC Dental;TCATM;TC Artic. Temporomandibular;;TCATM;TC Artic. Temporo Mandibular;;No;;CTMR
CT DENTAL;TC Dental;TCATM (A);TC Artic. Temporomandibular con Anestesia;;TCATM(A);TC Artic. Temporo Mandibular con Anestesia;;No;;CTMR
CT DENTAL;TC Dental;TCDENSUPINF;TC Dentascan Superior e Inferior;;TCDENTASUPINF;TC Denta Superior e Inferior;;No;;CTMR
CT DENTAL;TC Dental;TCDENSUPINF (A);(A)     TC Dentascan Superior e Inferios con Anestesia;;TCDENTASUPINF(A);TC Denta Superior e Inferior con Anestesia;;No;;CTMR
CT DENTAL;TC Dental;TCDENTAINF;TC Dentascan Inferior;;TCDENTAINF;TC Dentascan Inferior;;No;;CTMR
CT DENTAL;TC Dental;TCDENTAINF (A);TC Dentascan Inferior con Anestesia;;TCDENTAINF(A);TC Dentascan Inferior con Anestesia;;No;;CTMR
CT DENTAL;TC Dental;TCDENTASUP;TC Dentascan Superior;;TCDENTASUP;TC Dentascan Superior;;No;;CTMR
CT DENTAL;TC Dental;TCDENTASUP (A);TC Dentascan Superior con Anestesia;;TCDENTASUP(A);TC Dentascan Superior con Anestesia;;No;;CTMR
CT FETAL;TC Fetal;TC FETAL;TC FETAL;;TC FETAL;TC FETAL;;No;;CTMR
CT INVESTIG;TC Protocolos de Investigacion;INVCTCUERPO;TC Investigacion de Cuerpo;;INVCTCUERPO;Investigacion CT Cuerpo;;No;;CTMR
CT INVESTIG;TC Protocolos de Investigacion;INVCTNEURO;TC Investigacion de Neuro;;INVCTNEURO;Investigacion  CT Neuro;;No;;CTMR
CT MARC RT;TC Marcaciones de Radioterapia;TCMARCRTCC;TC Marcacion Radioterapia con contraste;;TCMARCRTCC;TC Marcacion Radioterapia con Contraste;;No;;CTMR
CT MARC RT;TC Marcaciones de Radioterapia;TCMARCRTCC (A);TC Marcacion Radioterapia con Anestesia;;TCMARCRTCC(A);TC Marcacion Radioterapia con Contraste  con Anestesia;;No;;CTMR
CT MARC RT;TC Marcaciones de Radioterapia;TCMARCRTSC;TC Marcacion Radioterapia sin contraste;;TCMARCRTSC;TC Marcacion Radioterapia sin Contraste;;No;;CTMR
CT MARC RT;TC Marcaciones de Radioterapia;TCMARCRTSC (A);TC Marcacion Radioterapia sin Contraste con Anestesia;;TCMARCRTSC(A);TC Marcacion Radioterapia sin Contraste  con Anestesia;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCCARA;TC Cara;;TCCARA;TC Cara;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCCARA (A);TC Cara con Anestesia;;TCCARA(A);TC Cara con Anestesia;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCCPN;TC Cavidades Perinasales;;TCCPN;TC Cavidades Perinasales;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCCPN (A);TC Cavidades Perinasales con Anestesia;;TCCPN(A);TC Cavidades Perinasales con Anestesia;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCMANDIB;TC Mandibula;;TCMANDIB;TC Mandibula;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCMANDIB (A);TC Mandibula con Anestesia;;TCMANDIB(A);TC Mandibula con Anestesia;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCORB;TC Orbitas;;TC ORBITAS;TC Orbitas;;No;;CTMR
CT MAXILO;TC Maxilofacial;TCORB (A);TC Orbitas con Anestesia;;TC ORBITAS (A);TC Orbitas con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERANG;TC Cerebro y AngioTAC;;TC CERANG;TC Cerebro y AngioTac Cerebro;;No;;CTMR
CT NEURO;TC Neuro;TCCERANG(A);TC Cerebro y AngioTAC con Anestesia;;TC CERANG (A);TC Cerebro y AngioTac con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERCC;TC Cerebro con Contraste;;TCCERCC;TC Cerebro con Contraste;;No;;CTMR
CT NEURO;TC Neuro;TCCERCC (A);TC Cerebro con Contraste  Anestesia;;TCCERCC(A);TC Cerebro con Contraste con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERCERV;TC Cerebro y Columna Cervical;;TCCERCERV;TC Cerebro y Columna Cervical;;No;;CTMR
CT NEURO;TC Neuro;TCCERCERV (A);TC Cerebro y Columna Cervical con Anestesia;;TCCERCERV(A);TC Cerebro y Columna Cervical con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERCPN;TC Cerebro y Cavidades Perinasales;;TC CERCPN;TC Cerebro y Cavidades Perinasales;;No;;CTMR
CT NEURO;TC Neuro;TCCERCPN (A);TC Cerebro y Cavidades Perinasales con Anestesia;;TC CERCPN (A);TC Cerebro y Cavidades Perinasales con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERFOSA;TC Cerebro y Fosa Posterior;;TCCERFOSAPOST;TC Cerebro y Fosa Posterior;;No;;CTMR
CT NEURO;TC Neuro;TCCERFOSA (A);TC Cerebro y Fosa Posterior con Anestesia;;TCCERFOSAPOST(A);TC Cerebro y Fosa Posterior con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCEROIDOS;TC Cerebro y Oidos;;TCCEROIDOS;TC Cerebro y Oidos;;No;;CTMR
CT NEURO;TC Neuro;TCCEROIDOS(A);TC Cerebro y Oidos con Anestesia;;TCCEROIDOS(A);TC Cerebro y Oidos con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERORB;TC Cerebro y Orbitas;;TC CERORBT;TC Cerebro y Orbitas;;No;;CTMR
CT NEURO;TC Neuro;TCCERORB (A);TC Cerebro y Orbitas con Anestesia;;TC CERORBT (A);TC Cerebro y Orbitas con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERPERF;TC Cerebro y Perfusion;;TC CERPERF;TC Cerebro y Perfusion;;No;;CTMR
CT NEURO;TC Neuro;TCCERPERF (A);TC Cerebro y Perfusion con Anestesia;;TC CERPERF (A);TC Cerebro y Perfusion con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERSC;TC Cerebro sin Contraste;;TCCERSC;TC Cerebro sin Contraste;;No;;CTMR
CT NEURO;TC Neuro;TCCERSC (A);TC Cerebro sin Contraste con Anestesia;;TCCERSC(A);TC Cerebro sin Contraste con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCERSTURC;TC Cerebro y Silla Turca;;TC CERSTUR;TC Cerebro y Silla Turca;;No;;CTMR
CT NEURO;TC Neuro;TCCERSTURC (A); TC Cerebro y Silla Turca con Anestesia;;TC CERSTUR (A);TC Cerebro y Silla Turca con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCCORTESCOR;TC Cortes Coronales;;TC CORTESCOR;TC Cortes coronales;;No;;CTMR
CT NEURO;TC Neuro;TCCORTESCOR(A); TC Cortes Coronales con Anestesia;;TC CORTESCOR (A);TC Cortes coronales con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCESTEREOTAX;TC Estereotaxia Cerebro;;TC ESTEREOTAX;TC Estereotaxia de Cerebro;;No;;CTMR
CT NEURO;TC Neuro;TCESTEREOTAX (A);(A)TC Estereotaxia Cerebro con Anestesia;;TC ESTEREO(A);TC Estereotaxia de Cerebro con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCFPOST;TC Fosa Posterior;;TC FPOST;TC Fosa Posterior;;No;;CTMR
CT NEURO;TC Neuro;TCFPOST (A);TC Fosa Posterior con Anestesia;;TC FPOST (A);TC Fosa Posterior con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCPERF;TC Perfusion;;TC PERFUS;TC Perfusion;;No;;CTMR
CT NEURO;TC Neuro;TCPERF (A);TC Perfusion con Anestesia;;TC PERFUS (A);TC Perfusion con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCSTURCA;TC Silla Turca;;TC STURCA;TC Silla Turca;;No;;CTMR
CT NEURO;TC Neuro;TCSTURCA (A);TC Silla Turca con Anestesia;;TC STURCA (A);TC Silla Turca con Anestesia;;No;;CTMR
CT NEURO;TC Neuro;TCTEMP;TC Temporal;;TC TEMP;TC Temporal;;No;;CTMR
CT NEURO;TC Neuro;TCTEMP (A);TC Temporal con Anestesia;;TC TEMP (A);TC Temporal con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCCODOS;TC Ambos Codos;;TC AMBOSCODOS;TC Ambos Codos;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCCODOS (A);TC Ambos Codos con Anestesia;;TC AMBCODOS(A);TC Ambos Codos con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCEJEEEII;TC Eje Extremidades Inferiores;;CTEJEEEII;CT EJE EXTREMIDAD INFERIOR;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCEJEEEII (A);TC Extremidades Inferiores Con Anestesia;;CTEJEEEII (A);CT EJE EXTREMIDAD INFERIOR CON ANESTESIA;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCHOMBROS;TC Ambos Hombros;;TC AMBOSHOMBROS;TC Ambos Hombros;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCHOMBROS(A);TC Ambos Hombros con Anestesia;;TC AMBHOMBROS(A);TC Ambos Hombros con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCMANOS;TC Ambas Manos;;TC AMBASMANOS;TC Ambas Manos;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCMANOS (A);TC Ambas Manos con Anestesia;;TC AMBMANOS(A);TC Ambas Manos con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCMU?ECAS;TC Ambas Mu?ecas;;TC AMBASMU?ECAS;TC Ambas Mu?ecas;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCMU?ECAS(A);TC Ambas Mu?ecas con Anestesia;;TC AMBMU?ECAS(A);TC Ambas Mu?ecas con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCPIERN;TC Ambas Piernas;;TC AMBASPIERNAS;TC Ambas Piernas;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCPIERN (A);TC Ambas Piernas con Anestesia;;TC AMBPIERNAS(A);TC Ambas Piernas con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCPIES;TC Ambos Pies;;TC AMBOSPIES;TC Ambos Pies;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCPIES (A);TC Ambos Pies con Anestesia;;TC AMBOSPIES (A);TC Ambos Pies con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCRODILLAS;TC Ambas Rodillas;;TC AMBASROD;TC Ambas Rodillas;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCRODILLAS(A);TC Ambas Rodillas con Anestesia;;TC AMBASROD (A);TC Ambas Rodillas con Anestesia;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCTOBILLOS;TC Ambos Tobillos;;TC AMBOSTOBILLOS;TC Ambos Tobillos;;No;;CTMR
CT OSTEOBILAT;TC Osteoarticular Bilateral;TCTOBILLOS(A);TC Ambos Tobillos con Anestesia;;TC AMBTOBILLO(A);TC Ambos Tobillos con Anestesia;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC CADERA DER;TC Cadera Derecha;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC CODO DER;TC codo Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC DEDOS DER;TC Dedos mano der;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC HOMBRO DER;TC Hombro Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC MANO DER;TC Mano Derecha;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC MUSLO DER;TC Muslo Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC MU?ECA DER;TC Mu?eca Derecha;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC PIE DER;TC Pie Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC PIERNA DER;TC Pierna Derecha;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC RODILLA DER;TC Rodilla Derecha;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TC TOBILLO DER;TC Tobillo Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TCANTEBRADER;TC Antebrazo Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER;TC Osteoarticular Derecho;;TCBRAZODER;TC Brazo Derecho;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER(A);TC Osteoarticular Derecho con Anestesia;;TC CADER DER(A);TC Cadera Derecha con Anestesia;;No;;CTMR
CT OSTEODER;TC Osteoarticular Derecho;TCOSTEODER(A);TC Osteoarticular Derecho con Anestesia;;TC CODO DER (A);TC Codo Derecho con Anestesia;;No;;CTMR
